horse_id,sire,dam,bms
2019103753,ミッキーアイル,サンクイーンIISun Queen(米),Storm Cat(米)
2017106387,キズナ,スマートオーシャン,Mr. Greeley
2020102660,ドゥラメンテ,ザガールインザットソング,My Golden Song
2017110144,Point of Entry,Little Miss Muffet,Scat Daddy(米)
2018104750,エピファネイア,フェータルローズ,タニノギムレット
2019110060,Optimizer,Sweeter Still,ロックオブジブラルタル
2019105806,トーセンラー,プレシャスドロップ,フレンチデピュティFrench Deputy(米)
2018105069,ミッキーアイル,シロインジャー,ハービンジャーHarbinger(英)
2019105226,ハービンジャーHarbinger(英),シュプリームギフト,ディープインパクト
2020102764,リアルインパクト,インラグジュアリー,Frankel
2020102564,モーリス,スマイリングムーン,フジキセキ
2019104522,ジャスタウェイ,アルーリングライフ,フレンチデピュティFrench Deputy(米)
2019105237,ミッキーアイル,シンハリーズSinghalese(英),Singspiel(愛)
2018101646,スクリーンヒーロー,マリアヴェロニカ,ジャングルポケット
2020110136,Unified,Red Hot Tweet,Heatseeker
2020110026,Practical Joke(米),Double Date,Rahy
2019105186,ドレフォンDrefong(米),ケアレスウィスパー,フジキセキ
2018106529,モーリス,ニコールバローズ,ゼンノロブロイ
2019102656,リオンディーズ,エイシンバーサス,ファルブラヴFalbrav(愛)
2020102814,ルーラーシップ,オールドパサデナ,エンパイアメーカーEmpire Maker(米)
2021105976,ドレフォンDrefong(米),メジロオードリー,スペシャルウィーク
2021101400,ドゥラメンテ,シェイクズセレナーデSheikh's Serenade(米),Unbridled's Song(米)
2021107046,トビーズコーナーToby's Corner(米),キタサンテンビー,ダイワメジャー
2021105504,ニューイヤーズデイ,クロカンブッシュ,フジキセキ
2021102811,ダノンレジェンド,タカネナデシコ,スズカフェニックス
2021105841,ミッキーアイル,ラファダリ,Singspiel(愛)
2021101768,カリフォルニアクロームCalifornia Chrome(米),リリアンタイム,ブライアンズタイムBrian's Time(米)
2021107234,サンダースノーThunder Snow(愛),ヴィオレッタ,シンボリクリスエス
2021105827,ミッキーアイル,ライジングクロスRising Cross(英),Cape Cross
2021103119,ロゴタイプ,ニシノミナミカゼ,ファルブラヴFalbrav(愛)
2021104213,エピファネイア,ペイシャフェリシタ,ハーツクライ
2021103202,イスラボニータ,レディギャング,クロフネ
2021103352,メイショウボーラー,クリアーパッション,キングヘイロー
2021101933,ダイワメジャー,リラックススマイル,Dubai Destination
2021104573,モーリス,キュリオスティー,ディープインパクト
2021100401,カリフォルニアクロームCalifornia Chrome(米),ニシノメルモ,スペシャルウィーク
2021107265,ドレフォンDrefong(米),ケンジントンIIKensington(米),Kitten's Joy(米)
2021102783,ブリックスアンドモルタルBricks and Mortar(米),スマッシュハート,キングカメハメハ
2021106140,ワールドエース,タイキルナ,タイキシャトル
2021106943,ワールドエース,ルージュマジック,アフリートAfleet(加)
2021101835,ショウナンバッハ,ショウナンタイリン,キングカメハメハ
2021102369,レインボーライン,ブループレリュード,ゴールドアリュール
2021104276,デクラレーションオブウォー,スティルウォーター,キングカメハメハ
2021104649,ベストウォーリア,ピュアアモーレ,マツリダゴッホ
2021106986,ディスクリートキャットDiscreet Cat(米),ダイワミストレス,ダイワメジャー
2021106539,サンダースノーThunder Snow(愛),エイシンジルコン,ディープインパクト
2021101299,スマートファルコン,サンマディソン,シニスターミニスターSinister Minister(米)
2021100578,サンダースノーThunder Snow(愛),ポッドガビ,ゼンノロブロイ
2019105133,ジャスタウェイ,カトマンドゥKatmandoune(仏),Country Reel
2018100953,シングンオペラ,エフロレス,キングカメハメハ
2018100220,ホッコータルマエ,シーノットラブユー,タニノギムレット
2018105506,Super Saver,ザガールインザットソング,My Golden Song
2020106934,ビーチパトロールBeach Patrol(米),エナジーハート,サクラバクシンオー
2020100007,アドマイヤムーン,ペパーミントラヴ,シンボリクリスエス
2020102526,トーセンレーヴ,ペンネドゥピー,Tiger Hill(愛)
2020104190,ホッコータルマエ,プロフェシーライツ,アフリートAfleet(加)
2018101671,ダンカークDunkirk(米),セイラ,スパイキュール
2021105287,キズナ,レッドアトゥ,カジノドライヴ
2021105512,ルーラーシップ,グレイシアブルー,サンデーサイレンスSunday Silence(米)
2021103031,サトノダイヤモンド,クロコスミア,ステイゴールド
2021100146,ドゥラメンテ,シンメイフジ,フジキセキ
2021104293,タリスマニックTalismanic(英),ディープラヴ,ディープインパクト
2021104602,ビーチパトロールBeach Patrol(米),シイラヴズユウ,スマートファルコン
2021106990,ダイワメジャー,トーセンハーディTosen Hardi(英),Compton Place
2020102687,シニスターミニスターSinister Minister(米),トリプルミッション,ハービンジャーHarbinger(英)
2020104748,ゴールドシップ,ストライクルート,Smart Strike(加)
2019106107,ブラックタイド,ラプザントゥール,キングカメハメハ
2018103120,ロードカナロア,カレンシェリーメイ,ディープインパクト
2019103912,マジェスティックウォリアーMajestic Warrior(米),フラッパーウィング,スペシャルウィーク
2020103577,ロードカナロア,フロアクラフト,フジキセキ
2020102542,ハーツクライ,イッツオンリーアクティングダッドItsonlyactingdad(米),Giant's Causeway(米)
2020103689,モーリス,リングネブラ,ハーツクライ
2020103060,キタサンブラック,マルカアイチャン,フレンチデピュティFrench Deputy(米)
2019104773,ディープインパクト,スターシップトラッフルズStarship Truffles(米),Ghostzapper
2020102232,リアルスティール,アズマガール,キングカメハメハ
2020103405,ハーツクライ,シルヴァースカヤSilverskaya(米),Silver Hawk
2020103503,キズナ,トップライセンス,キンシャサノキセキ
2020106836,ハービンジャーHarbinger(英),パッショナルダンス,サンデーサイレンスSunday Silence(米)
2020106667,サトノクラウン,トーコーユズキ,ディープインパクト
2019100788,ゴールドシップ,マイネソルシエール,ロージズインメイRoses in May(米)
2017104681,オルフェーヴル,エアトゥーレ,トニービンTony Bin(愛)
2018103102,ハービンジャーHarbinger(英),ラフレッシュブルー,グラスワンダー
2019104808,ハービンジャーHarbinger(英),ダンスアミーガ,サクラバクシンオー
2020104878,レッドファルクス,アウグスタ,エイシンフラッシュ
2019102542,キズナ,アグネスパサー,エルコンドルパサー
2017105339,ロードカナロア,シャムロッカーShamrocker(新),O'Reilly
2019106684,ポアゾンブラック,アマノブラウニイー,サクラバクシンオー
2019104116,コパノリッキー,ソフィアルージュ,クロフネ
2019101778,エピファネイア,ルビーレジェンド,アグネスタキオン
2019105256,ロードカナロア,ジンジャーパンチGinger Punch(米),Awesome Again(加)
2018104982,エピファネイア,カイゼリン,アドマイヤベガ
2018110149,スニッツェルSnitzel(豪),River Serenade,Hurricane Sky
2019102303,エイシンフラッシュ,ヒーラブズミー,ディープインパクト
2019103876,ワールドエース,ジョリーザスターズ,Sea The StarsSea the Stars(愛)
2019110122,Klimt,Brave Cause,Giant's Causeway(米)
2020100795,ミッキーアイル,マルハチメイフェア,ホワイトマズルWhite Muzzle(英)
2020102591,ダイワメジャー,メリオーラMeliora(愛),Starspangledbanner
2019105765,トーセンジョーダン,スピリテッドエアー,Danehill Dancer(愛)
2020110030,Oscar Performance(米),Rendezvous Point,Kingmambo(米)
2019106333,リオンディーズ,サトノジュエル,アグネスタキオン
2021104762,ロードカナロア,スキャットレディビーダンシングScatladybdancing(米),Scat Daddy(米)
2021110164,Shalaa,Shwaimsa,Canford Cliffs(愛)
2021107073,タリスマニックTalismanic(英),セイウンエブリー,ルーラーシップ
2021100300,ドレフォンDrefong(米),ラベ,ダンスインザダーク
2021102784,アジアエクスプレス,ダブルアクセル,アグネスタキオン
2021104663,シニスターミニスターSinister Minister(米),バアゼルザウバー,シンボリクリスエス
2021106184,イスラボニータ,リトルアマポーラ,アグネスタキオン
2021105076,ニューイヤーズデイ,ジュエルオブナイル,デュランダル
2021107312,ファインニードル,ヴィトンクイーン,ダンスインザダーク
2021105364,ドレフォンDrefong(米),アドマイヤキュート,キングカメハメハ
2021104974,ブリックスアンドモルタルBricks and Mortar(米),エオリアンハープ,キングカメハメハ
2021100635,シュヴァルグラン,カニョットCagnotte(亜),Sunray Spirit
2021107009,ゴールドシップ,ロキロキ,プレミアムサンダー
2021101030,ユアーズトゥルーリ,ツヨイキモチ,シンボリクリスエス
2021103301,ダンカークDunkirk(米),キセキノハナ,ネオユニヴァース
2021105043,ヴィクトワールピサ,ゴールドケープ,ワークフォースWorkforce(英)
2021100958,ビッグアーサー,マリアフィオーレ,ハーツクライ
2021101983,レッドファルクス,デルマアマノジャク,オンファイア
2021105181,マインドユアビスケッツMind Your Biscuits(米),ピュアマインド,ティンバーカントリーTimber Country(米)
2021104990,ミッキーアイル,オンヴェラOn Verra(愛),Smart Strike(加)
2021101120,ダイワメジャー,ドゥーアール,サウスヴィグラス
2021102841,エイシンヒカリ,エイシンフェアリー,タイキシャトル
2021103261,ドレフォンDrefong(米),ミンティエアー,アグネスタキオン
2021106255,コパノリッキー,ミンナノアイドル,オグリキャップ
2021104336,バトルプランBattle Plan(米),ダイワノブレス,サンデーサイレンスSunday Silence(米)
2021106588,ミッキーグローリー,オヒアレフア,ワイルドラッシュWild Rush(米)
2021102527,タリスマニックTalismanic(英),ファンディータ,パイロPyro(米)
2021107308,ダノンレジェンド,ウディバードソング,Woodman
2021101757,ドレフォンDrefong(米),モナリザMona Lisa(英),Giant's Causeway(米)
2021102255,ダノンシャンティ,フサイチミライ,エンドスウィープEnd Sweep(米)
2021100353,スワーヴリチャード,ラクリモーサ,ウォーエンブレムWar Emblem(米)
2021103650,マインドユアビスケッツMind Your Biscuits(米),クインスウィーティ,デュランダル
2021105670,No Nay Never,デルフィニアIIDelphinia(愛),Galileo(愛)
2021104887,ヨシダYoshida(安平町),ダンスウィズキトゥン,Kitten's Joy(米)
2021104899,エピファネイア,パセンジャーシップ,ダイワメジャー
2021103537,モーリス,ブロンズテーラー,ロージズインメイRoses in May(米)
2021105151,Postponed(愛),ニュープロヴィデンスNew Providence(英),Bahamian Bounty
2021106792,ゴールドシップ,スウィートレイラニ,ディープインパクト
2021101669,ハービンジャーHarbinger(英),チャレアーダ,ディープインパクト
2021103504,エイシンヒカリ,スノースタイル,ホワイトマズルWhite Muzzle(英)
2021101950,ダノンレジェンド,キャンティユッキ,マヤノトップガン
2021103295,ドゥラメンテ,アメイジングライト,Teofilo
2021101395,ジャスタウェイ,サトノアイビス,Bodemeister
2021105937,バゴBago(仏),プレシャスフラワー,サンデーサイレンスSunday Silence(米)
2021109072,キズナ,パールレディ,クロフネ
2021104149,リオンディーズ,プレシャスメイト,ステイゴールド
2021100501,イスラボニータ,エイシンリオ,ロージズインメイRoses in May(米)
2021103303,エピファネイア,ジュデッカ,ディープインパクト
2021105578,ドゥラメンテ,シーヴSheave(米),Mineshaft(米)
2021102106,ヤングマンパワー,ハイタッチクイーン,キングヘイロー
2021100152,ニューイヤーズデイ,ナチュラルスタイル,ディープインパクト
2021104326,ディーマジェスティ,ユキノクイーン,タイキシャトル
2021104724,サトノクラウン,トーセンミネルバ,キングカメハメハ
2020101199,グレーターロンドン,ホオポノポノ,タニノギムレット
2020102861,ハービンジャーHarbinger(英),サプルマインド,ディープインパクト
2020103653,ロードカナロア,モルガナイト,アグネスデジタル
2020103727,エピファネイア,ローガンサファイア,ダイワメジャー
2020103416,ロードカナロア,シーザリオ,スペシャルウィーク
2020106986,ゴールドシップ,リーベストラウム,ゼンノエルシド
2019105807,エイシンフラッシュ,ヘレナモルフォ,ジャングルポケット
2019105497,シルバーステート,ラダームブランシェ,チチカステナンゴChichicastenango(仏)
2019105794,ゴールドシップ,ピッツネイル,クロフネ
2019105420,モーリス,ベルワトリングBelle Watling(智),Dushyantor
2020103917,ダノンバラード,デオ,フサイチコンコルド
2020104124,ハービンジャーHarbinger(英),ナタリー,ディープインパクト
2020103469,ロードカナロア,ダノンチェリー,ディープインパクト
2020103052,エピファネイア,マキシマムドパリ,キングカメハメハ
2018103018,ワールドエース,レディークライスト,Holy Bull(米)
2017105439,キングカメハメハ,ディアマイベイビー,ディープインパクト
2020101020,ニシケンモノノフ,ペイシャオブワキア,フリオーソ
2020101941,トーセンジョーダン,エスカレートバイオ,アルデバランIIAldebaran(米)
2019104044,ダンカークDunkirk(米),ウォータームージカ,フレンチデピュティFrench Deputy(米)
2019105458,サトノアラジン,ミスティークIIMystique(独),Monsun
2020103318,ダンカークDunkirk(米),カールファターレ,キングカメハメハ
2019104922,スクリーンヒーロー,ミスラゴMiss Lago(愛),Encosta de Lago
2019105238,キンシャサノキセキ,シーイズトウショウ,サクラバクシンオー
2020106910,シルバーステート,メイショウスイヅキ,パイロPyro(米)
2020103076,キタサンブラック,メンディドMended(米),Broken Vow
2020103634,カレンブラックヒル,ミスエリカ,Blame
2017101230,ロジユニヴァース,ロジディオン,サニングデール
2021106640,マジェスティックウォリアーMajestic Warrior(米),ネフェルティティ,ゴールドアリュール
2021100561,ヘニーヒューズHenny Hughes(米),トモトモリバー,ブラックタイド
2021105360,ドレフォンDrefong(米),アデレードヒル,ゴールドヘイロー
2021103868,リアルスティール,ユニキャラ,Into Mischief
2021105276,ニューイヤーズデイ,リュミエールドール,ルーラーシップ
2019104984,ディープインパクト,ペルフォルマーダPerformada(亜),Jump Start
2019104711,ディープインパクト,カンビーナCambina(愛),Hawk Wing
2020105749,ゴールドシップ,ゲッカコウ,ロージズインメイRoses in May(米)
2018101660,ルーラーシップ,アンフィルージュ,アグネスタキオン
2020103881,ヴィクトワールピサ,エーソングフォー,More Than Ready
2018104697,トーセンラー,トレサンセール,Rip Van Winkle(愛)
2018104395,ナカヤマフェスタ,キズナII,Hurricane Run(愛)
2019104476,キタサンブラック,ナターレ,クロフネ
2019102737,ヘニーヒューズHenny Hughes(米),シヤボナSiyabona(米),Kingmambo(米)
2019103943,シニスターミニスターSinister Minister(米),キングスベリー,キングヘイロー
2016105188,ロードカナロア,フレンチノワール,フレンチデピュティFrench Deputy(米)
2020104376,シニスターミニスターSinister Minister(米),マリアージュ,ブライアンズタイムBrian's Time(米)
2019102383,キタサンブラック,チェストケローズ,Uncle Mo(米)
2019105079,ダイワメジャー,ウィーミスフランキーWeemissfrankie(米),Sunriver
2018100916,エスポワールシチー,ビアンコ,ウォーニングWarning(英)
2020103626,ドゥラメンテ,マルケッサ,オルフェーヴル
2019102512,タイセイレジェンド,デザートフラワー,サイレントディール
2020103075,ドゥラメンテ,メモリアルライフ,Reckless Abandon
2019106895,ドレフォンDrefong(米),ワイメアビーチ,フジキセキ
2019100567,ロジユニヴァース,ギンザヴィクトリア,ゼンノロブロイ
2019103016,ノヴェリストNovellist(愛),ザンスカール,エンパイアメーカーEmpire Maker(米)
2020103985,シニスターミニスターSinister Minister(米),グラスルノン,フレンチデピュティFrench Deputy(米)
2019102552,マクフィMakfi(英),オールオールオール,アグネスタキオン
2021105962,マジェスティックウォリアーMajestic Warrior(米),スターシンフォニー,アグネスタキオン
2021101577,シュヴァルグラン,カレンタントミール,シェルゲーム
2021106705,ドゥラメンテ,ミッキーパール,タニノギムレット
2021100056,アジアエクスプレス,ハッピーエム,プリサイスエンドPrecise End(米)
2021102579,アドミラブル,アグネスエンジェル,ホワイトマズルWhite Muzzle(英)
2021105554,キズナ,シフォンカール,クロフネ
2021103682,マジェスティックウォリアーMajestic Warrior(米),エンパイアブルー,エンパイアメーカーEmpire Maker(米)
2021104878,ロードカナロア,セデュイールIISeduire(加),Elusive Quality
2021104549,マクフィMakfi(英),ケイアイエレガント,キングカメハメハ
2021100226,レイデオロ,ジャストアスミッジJust a Smidge(米),Into Mischief
2021105413,リアルスティール,ウィーミスフランキーWeemissfrankie(米),Sunriver
2021104063,キンシャサノキセキ,アシュレイリバー,Mr. Greeley
2021102585,バトルプランBattle Plan(米),ミキノモナコ,ディアブロDiablo(米)
2021104210,ディスクリートキャットDiscreet Cat(米),ニホンピロディール,サイレントディール
2021104012,アジアエクスプレス,マーティンルナ,ハービンジャーHarbinger(英)
2021100337,パイロPyro(米),ツウカイヤスナム,カリスタグローリ
2021104325,ドレフォンDrefong(米),メジャータイフーン,ダイワメジャー
2021104912,レッドファルクス,フルオブグレース,ヴィクトワールピサ
2021103606,カリフォルニアクロームCalifornia Chrome(米),マーブルフレンテ,キンシャサノキセキ
2021103526,スクリーンヒーロー,ビスカリア,ヴァーミリアン
2021102732,サトノアラジン,ペプチドスピカ,ヨハネスブルグJohannesburg(米)
2021102509,キズナ,スコアズビー,ロックオブジブラルタル
2021103589,タリスマニックTalismanic(英),サンバビーン,スズカマンボ
2021105570,エピファネイア,シルバーポジー,クロフネ
2021106100,ドゥラメンテ,シャッセロール,クロフネ
2021103249,ヘンリーバローズ,ニコールバローズ,ゼンノロブロイ
2021101758,キタサンブラック,モーニングリズMorning Rise(独),Acatenango
2021102921,エピファネイア,レイナアラ,マンハッタンカフェ
2021103122,キズナ,マイユクール,バゴBago(仏)
2021100130,ロードカナロア,イトワズマジックIt Was Magic(米),War Front
2020101916,ゴールドシップ,セカンドノホシ,シンボリルドルフ
2017104623,ディープインパクト,メジロツボネ,スウェプトオーヴァーボードSwept Overboard(米)
2019103302,ゴールドシップ,レディーメグネイト,ファスリエフFasliyev(米)
2020102544,エピファネイア,イングリッド,ディープインパクト
2019102701,コパノリッキー,ミコノス,With Approval
2020103274,ミッキーアイル,エノラEnora(独),Noverre(米)
2020104751,シャンハイボビーShanghai Bobby(米),ゼットフーリ,ワークフォースWorkforce(英)
2020101823,パイロPyro(米),セントリフュージ,Hard Spun(米)
2019105528,モーリス,ルミナスハッピー,アグネスタキオン
2020103050,エイシンフラッシュ,ボルドグザグBoldogsag(仏),Layman
2020104769,New Approach,プラリーヌPraline(愛),Pivotal
2019106475,シニスターミニスターSinister Minister(米),アサケゴマ,クロフネ
2017100415,スピルバーグ,ブレンダ,ロックオブジブラルタル
2018100858,メイショウボーラー,ピンクトルマリン,Fusaichi Pegasus
2019101609,リオンディーズ,エターナルブーケ,マンハッタンカフェ
2020103354,モーリス,グリューネワルト,スペシャルウィーク
2019105555,リオンディーズ,レーヴルシード,ディープインパクト
2020103271,キズナ,エセンテペ,Oratorio
2019104850,スピルバーグ,パドパピヨン,スウェプトオーヴァーボードSwept Overboard(米)
2018104160,キズナ,ニホンピロアンバー,スウェプトオーヴァーボードSwept Overboard(米)
2018103590,ロードカナロア,シティウェルズCity Wells(加),City Zip(米)
2019105741,イスラボニータ,エリモフェザー,シニスターミニスターSinister Minister(米)
2020105622,トランセンド,クライミングローズ,マンハッタンカフェ
2019105968,ロードカナロア,ゴールドチェイス,アドマイヤムーン
2017101534,キズナ,オーヴァーアンダーOver Under(米),Seeking the Gold
2016102177,ロードカナロア,ホーマンフリップ,フジキセキ
2020103899,ダイワメジャー,シュヴァリエ,フレンチデピュティFrench Deputy(米)
2018104317,エピファネイア,サトノフラリッシュ,エンパイアメーカーEmpire Maker(米)
2021102245,ワールドエース,メイショウネイロ,ネオユニヴァース
2021102631,ラブリーデイ,マッドアバウトユー,アルデバランIIAldebaran(米)
2021100794,ドレフォンDrefong(米),ラブジュリエット,フサイチコンコルド
2021105090,ニューイヤーズデイ,ステラプラド,ハーツクライ
2021105186,トーセンラー,ファンタジックアイ,ネオユニヴァース
2021103992,カリフォルニアクロームCalifornia Chrome(米),ハニーバニー,メイショウボーラー
2021105110,イスラボニータ,ダイワミランダ,ハービンジャーHarbinger(英)
2021106402,エイシンフラッシュ,モエレサンタマリア,ゴールドヘイロー
2021100297,キズナ,セレブラール,ボストンハーバーBoston Harbor(米)
2021102339,サトノアレス,ホクセンノマイ,ジャングルポケット
2021100718,アジアエクスプレス,ジューンワルツ,ハービンジャーHarbinger(英)
2021102165,シルバーステート,ザッハトルテ,クロフネ
2021102368,リオンディーズ,デイドリーム,アドマイヤムーン
2021106677,リアルスティール,ベラルーサBelarusa(亜),Orpen
2021106968,ドレフォンDrefong(米),ラッキーダイス,ネオユニヴァース
2021103913,キンシャサノキセキ,ナイアガラロール,Bluegrass Cat
2021106842,ダノンバラード,ヘリンヌリング,アイルハヴアナザーI'll Have Another(米)
2021106983,ロードカナロア,クーファディーヴァ,Frankel
2019104720,ロードカナロア,クラウンプリンセス,スペシャルウィーク
2019103965,マクフィMakfi(英),バクシンスクリーン,サクラバクシンオー
2019101624,ロードカナロア,シャンパンフルート,クロフネ
2019107007,アポロキングダム,ハイパーラッシュ,ワイルドラッシュWild Rush(米)
2019102203,シニスターミニスターSinister Minister(米),スマートレモラ,ゴールドアリュール
2019105204,モーリス,サブトゥエンティ,キングカメハメハ
2020101429,サトノダイヤモンド,ブロッサムレーンBlossom Lane(英),New Approach
2018104331,グラスワンダー,チアフルスマイル,サンデーサイレンスSunday Silence(米)
2019102399,オーシャンブルー,ヒシアリアケ,シンボリクリスエス
2021105285,ビーチパトロールBeach Patrol(米),レインダンス,ダンスインザダーク
2021105886,サトノダイヤモンド,レディイヴァンカLady Ivanka(米),Tiz Wonderful
2021100437,ロジャーバローズ,エーシンセノーテ,フレンチデピュティFrench Deputy(米)
2021102701,タリスマニックTalismanic(英),ジェムディーラー,キングズベストKing's Best(米)
2021106203,モーリス,ウインプリメーラ,ステイゴールド
2021106814,ゴールドシップ,マイネエスポワール,アグネスデジタル
2021105534,ブリックスアンドモルタルBricks and Mortar(米),サトノユリア,ディープインパクト
2020101323,ゼンノロブロイ,ウィンディガーデン,タニノギムレット
2018100961,キズナ,フリーバード,アフリートAfleet(加)
2021100588,ホークビルHawkbill(米),ハミングライフ,スペシャルウィーク
2021106217,ゴールドシップ,サマーソング,ロージズインメイRoses in May(米)
2021100705,デクラレーションオブウォー,ウイングザムーン,アドマイヤムーン
2021107169,レッドファルクス,アップロック,ハーツクライ
2021109155,サトノアラジン,テイエムクレナイ,ティンバーカントリーTimber Country(米)
2021104105,エピファネイア,サトノアイリ,ステイゴールド
2021100154,ドゥラメンテ,ハリケーンフラッグHurricane Flag(米),Storm Cat(米)
2021105708,モーリス,ビキニブロンド,キングカメハメハ
2021100987,ベストウォーリア,タニオブフェーブル,オルフェーヴル
2020105760,ゴールドシップ,コスモレティクルム,ダノンシャンティ
2020105614,ブラックタイド,エディン,ジャングルポケット
2020104649,ビーチパトロールBeach Patrol(米),トパーズトウショウ,フレンチデピュティFrench Deputy(米)
2019105860,シニスターミニスターSinister Minister(米),ナリタジューン,フジキセキ
2019105218,ドレフォンDrefong(米),シナジーウィスパー,ネオユニヴァース
2019105058,ルーラーシップ,アンナヴァン,エンドスウィープEnd Sweep(米)
2019110130,Maclean's Music,Wine Train,Tiz Wonderful
2020104363,スズカコーズウェイ,コテキタイ,サウスヴィグラス
2019100288,エスポワールシチー,クィーンオブシバ,ファスリエフFasliyev(米)
2020104671,ディーマジェスティ,マザイMazai(愛),ファスリエフFasliyev(米)
2020105136,メイショウボーラー,ケイエスシンアカリ,クロフネ
2019103261,ザファクター,ニシノケイト,ゴールドアリュール
2020104129,フリオーソ,ハードデイズナイト,サウスヴィグラス
2020102630,イスラボニータ,アルーリングライフ,フレンチデピュティFrench Deputy(米)
2019104738,キタサンブラック,サウンドバリアー,アグネスデジタル
2020106330,バゴBago(仏),ミヤビエメライン,マンハッタンカフェ
2019105412,サトノアラジン,ベットーレ,Blu Air Force
2019103897,エイシンヒカリ,エイシンスイーツ,シンボリクリスエス
2019100604,ダイワメジャー,ヤマニンパピオネ,スウェプトオーヴァーボードSwept Overboard(米)
2020101763,トーホウジャッカル,トーホウディアーナ,ノヴェリストNovellist(愛)
2020104942,アメリカンペイトリオット,キモンクイーン,クロフネ
2020102331,レッドファルクス,ヒガシドリーム,ドリームジャーニー
2018100636,ロードカナロア,クァンタムミスQuantum Miss(米),Smoke Glacken
2020100121,ビッグアーサー,フェルクレール,ドリームジャーニー
2020101492,ロージズインメイRoses in May(米),クロスオーバー,サウスヴィグラス
2018104708,ヴィクトワールピサ,ノッテビアンカNotte Bianca(仏),Kendargent
2019105366,ブラックタイド,ピクシーホロウ,キングヘイロー
2018105215,オルフェーヴル,ファシネイション,シンボリクリスエス
2017105214,ディープインパクト,イルーシヴウェーヴElusive Wave(愛),Elusive City
2018101071,ヴィクトワールピサ,ハイタッチクイーン,キングヘイロー
2019100824,ドゥラメンテ,ゴールドグローリー,ハービンジャーHarbinger(英)
2016105272,ハービンジャーHarbinger(英),ラブリネスオブパリ,サンデーサイレンスSunday Silence(米)
2018104475,ディープインパクト,シスタリーラヴSisterly Love(米),Bellamy Road
2020101378,ヴィクトワールピサ,ホッコーアムール,スタチューオブリバティStatue of Liberty(米)
2020100741,ワールドエース,フォーモサマンボ,ノボジャック
2020101093,バゴBago(仏),キスオブザビーナス,メイショウサムソン
2021105373,サトノアラジン,アナスタシアブルー,ファルブラヴFalbrav(愛)
2021106866,ラブリーデイ,ジュエリスト,ダイワメジャー
2021107314,パイロPyro(米),マイネマニフィーク,アドマイヤベガ
2021100974,シャンハイボビーShanghai Bobby(米),トーホウリリー,ネオユニヴァース
2021100760,アジアエクスプレス,ベストエビデンス,ネオユニヴァース
2021100780,ハクサンムーン,サウンドウェーブ,シンボリクリスエス
2021106474,トランセンド,スエツムハナ,ゼンノロブロイ
2021103508,マインドユアビスケッツMind Your Biscuits(米),タマヒカル,パラダイスクリークParadise Creek(米)
2021103330,ディスクリートキャットDiscreet Cat(米),サンクタリリアス,スウェプトオーヴァーボードSwept Overboard(米)
2021102319,エピファネイア,ベストセラーアスク,キングカメハメハ
2021109099,ルーラーシップ,メイラヴィーン,ファルブラヴFalbrav(愛)
2021102515,アメリカンペイトリオット,ウイニングティアラ,マーベラスサンデー
2021106933,エピカリス,マダムジルウェット,フジキセキ
2021102560,トランセンド,エメラルドタワー,アドマイヤマックス
2021101995,トーセンラー,デルマユリア,ネオユニヴァース
2021103770,カリフォルニアクロームCalifornia Chrome(米),ヘヴンリーウインド,ダイワメジャー
2021101678,ディスクリートキャットDiscreet Cat(米),ノヴィア,Hard Spun(米)
2021106709,モーニン,シンキングジョリー,タイムパラドックス
2021105029,Golden Horn(英),コムCommes(仏),Le Havre
2021103774,ヘニーヒューズHenny Hughes(米),ロゴマーク,チチカステナンゴChichicastenango(仏)
2021102395,ブリックスアンドモルタルBricks and Mortar(米),ペイパーチェインPaperchain(英),Dubawi
2021104525,アニマルキングダムAnimal Kingdom(米),チャームレディ,アグネスタキオン
2021107259,シニスターミニスターSinister Minister(米),アンティグラビティ,エンパイアメーカーEmpire Maker(米)
2021102371,シニスターミニスターSinister Minister(米),アルヴェナAlvena(加),Seeking the Gold
2021101061,ビッグアーサー,マルターズクリス,シンボリクリスエス
2021110004,Justify(米),アメリカンソング,Stripes Song
2021101375,サトノクラウン,アンセミス,ハーツクライ
2021102853,ダノンレジェンド,ナパ,スペシャルウィーク
2021107021,ヘニーヒューズHenny Hughes(米),ディリジェンテ,ステイゴールド
2021100962,タイセイレジェンド,タイセイラナキラ,カネヒキリ
2021103962,エーシントップ,エイシンノーティス,キングカメハメハ
2021106078,スマートファルコン,ゲシートショウリ,タイキシャトル
2021104491,カレンブラックヒル,エリーフェアリー,アルデバランIIAldebaran(米)
2021110117,Blue Point,Down The Hatch,Flying Spur
2021106450,モーニン,ヒシラスティ,フサイチコンコルド
2021104781,ドゥラメンテ,ブランネージュ,シンボリクリスエス
2021105797,ニューイヤーズデイ,マーブルケーキ,キングカメハメハ
2021100011,シュヴァルグラン,タマユラ,Tamayuz
2021104975,ハービンジャーHarbinger(英),エグランティーナ,シンボリクリスエス
2021100373,ワールドエース,キャンディームーン,Candy Ride
2021100012,ダノンレジェンド,ダノンボンコ,ダノンシャンティ
2021100504,ディープスカイ,ステッバイステップ,カリズマティックCharismatic(米)
2021103555,ブリックスアンドモルタルBricks and Mortar(米),ルミナスレッド,トーセンダンス
2021102780,シャンハイボビーShanghai Bobby(米),コイヲダキシメヨウ,ワークフォースWorkforce(英)
2021105314,ドゥラメンテ,ドライヴンスノーDriven Snow(米),Storm Cat(米)
